,ID,Registry_Date,Birth_Year,Age,Education,Marital_Status,Country,Income,Last_Purchase,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Complaint,TotalMnt,TotalDependents,TotalPurchases
579,1456,2013-04-01,1979,36,Bachelor,Single,India,60474.0,25,0,1,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,1180,1,31
580,2849,2013-04-01,1979,36,Bachelor,Single,Canada,60474.0,25,0,1,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,1180,1,31
581,9984,2013-03-27,1981,34,Associate,Married,Spain,56337.0,25,1,1,349,16,144,28,5,182,5,8,5,4,8,1,0,1,0,0,1,0,724,2,22
582,5527,2013-02-13,1987,28,Bachelor,In a relationship,Spain,22434.0,25,1,0,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,58,1,7
583,5628,2013-02-08,1982,33,Bachelor,In a relationship,United States,61416.0,25,0,0,848,154,323,201,61,78,1,10,3,10,6,0,0,1,0,0,0,0,1665,0,24
584,7627,2012-12-12,1975,40,Masters,Married,Spain,92163.0,25,0,0,817,183,797,106,163,20,0,5,11,5,2,1,0,0,0,1,1,0,2086,0,21
585,1351,2012-09-20,1956,59,Masters,In a relationship,Spain,58656.0,25,0,1,962,12,194,16,24,12,4,7,8,13,6,0,0,0,0,1,0,0,1220,1,32
586,10629,2012-09-14,1973,42,Associate,Married,Germany,46805.0,25,1,0,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,109,1,9
587,10395,2012-08-22,1986,29,High School,Single,Spain,8940.0,25,1,0,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,101,1,10
588,6961,2014-05-22,1974,41,Bachelor,Married,Spain,26751.0,26,2,0,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,11,2,4
589,10196,2014-03-12,1978,37,Bachelor,Married,United States,71427.0,26,2,0,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,614,2,20
590,6182,2014-02-10,1984,31,Bachelor,In a relationship,United States,26646.0,26,1,0,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,53,1,8
591,10432,2014-01-30,1974,41,Bachelor,Divorced,Canada,19346.0,26,1,0,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,22,1,5
592,1542,2013-12-30,1975,40,Bachelor,Single,United States,56243.0,26,1,2,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,396,3,20
593,4220,2013-11-02,1970,45,Doctorate,Married,Canada,59892.0,26,0,1,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,87,1,7
594,4141,2013-08-21,1965,50,Bachelor,In a relationship,United States,71613.0,26,0,0,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,776,0,21
595,1940,2013-07-12,1986,29,Bachelor,Married,Australia,25252.0,26,1,0,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,18,1,4
596,1506,2013-06-28,1975,40,Bachelor,Single,Spain,42160.0,26,1,1,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,140,2,11
597,6347,2013-06-27,1979,36,High School,Single,Spain,15862.0,26,1,0,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,36,1,5
598,1361,2013-06-04,1974,41,Masters,Married,Spain,82584.0,26,0,0,1076,68,103,29,91,68,1,3,4,8,1,0,0,0,1,1,1,0,1435,0,16
599,9422,2013-05-31,1989,26,Bachelor,Married,Australia,38360.0,26,1,0,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,131,1,9
600,1081,2013-03-27,1957,58,Doctorate,Married,South Africa,75283.0,26,1,2,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,1019,3,25
601,7458,2013-03-06,1956,59,Masters,In a relationship,Australia,34941.0,26,1,1,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,97,2,8
602,1012,2013-02-18,1952,63,Bachelor,Single,Australia,61823.0,26,0,1,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,884,1,24
603,5453,2012-09-26,1956,59,Masters,Married,South Africa,90226.0,26,0,0,1083,108,649,253,151,108,1,4,7,12,2,1,0,0,0,0,0,0,2352,0,24
604,6818,2012-09-12,1974,41,Bachelor,Married,Spain,44989.0,26,0,1,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,369,1,16
605,7807,2012-09-12,1974,41,Bachelor,Married,Spain,44989.0,26,0,1,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,369,1,16
606,7532,2012-08-30,1980,35,Bachelor,Married,Germany,43586.0,26,0,1,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,132,1,10
607,8346,2012-08-19,1974,41,Bachelor,Single,Spain,32233.0,26,1,0,138,15,35,25,11,72,2,6,2,2,9,0,0,1,0,0,1,0,296,1,12
608,5564,2012-08-09,1969,46,Bachelor,In a relationship,Australia,62882.0,26,0,1,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,1338,1,20
609,3267,2014-06-25,1963,52,Masters,In a relationship,Canada,57288.0,27,0,1,527,0,21,0,0,60,3,8,1,8,6,0,0,0,1,0,0,0,608,1,20
610,3091,2014-05-02,1981,34,Associate,In a relationship,South Africa,75774.0,27,1,0,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,823,1,21
611,762,2014-05-02,1981,34,Associate,In a relationship,Spain,75774.0,27,1,0,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,823,1,21
612,8029,2014-04-29,1988,27,Masters,Single,United States,90247.0,27,0,0,1184,32,352,21,16,16,1,3,4,7,1,1,0,0,1,1,1,0,1621,0,15
613,4376,2014-02-15,1960,55,Associate,Single,Spain,32218.0,27,0,0,10,24,15,13,1,30,1,2,1,3,7,0,0,1,0,0,1,0,93,0,7
614,10981,2014-02-02,1988,27,Bachelor,Married,South Africa,84219.0,27,0,0,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,1198,0,18
615,486,2014-02-02,1988,27,Bachelor,Married,Canada,84219.0,27,0,0,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,1198,0,18
616,1158,2014-01-05,1966,49,Bachelor,Divorced,Spain,48877.0,27,0,1,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,144,1,8
617,9119,2013-12-05,1950,65,Bachelor,In a relationship,United States,60905.0,27,0,1,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,392,1,15
618,6694,2013-11-25,1964,51,Bachelor,Married,Spain,75236.0,27,0,1,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,1068,1,25
619,10573,2013-11-18,1953,62,Bachelor,Divorced,India,62551.0,27,0,0,125,16,98,134,21,27,1,6,7,4,3,0,0,1,0,0,0,0,421,0,18
620,10140,2013-09-28,1983,32,Doctorate,In a relationship,India,70123.0,27,0,0,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,1,0,0,0,1727,0,17
621,2286,2013-09-10,1962,53,Bachelor,Single,Canada,50785.0,27,1,1,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,114,2,8
622,8420,2013-08-03,1970,45,Associate,Married,Spain,15315.0,27,0,0,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,64,0,8
623,10065,2013-08-03,1970,45,Associate,Married,Spain,15315.0,27,0,0,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,64,0,8
624,1029,2013-08-01,1970,45,Doctorate,In a relationship,Spain,64413.0,27,0,1,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,279,1,12
625,4207,2013-05-01,1981,34,Doctorate,Married,Spain,87171.0,27,0,0,1001,44,107,58,44,44,1,6,7,11,2,0,0,1,0,1,0,0,1298,0,25
626,10277,2013-02-21,1961,54,Bachelor,Single,Spain,30081.0,27,0,1,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,42,1,5
627,4436,2013-02-20,1976,39,Bachelor,Single,Spain,20180.0,27,0,0,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,137,0,8
628,2929,2013-02-20,1976,39,Bachelor,Single,Spain,20180.0,27,0,0,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,137,0,8
629,6281,2013-02-14,1966,49,Bachelor,Divorced,Spain,55686.0,27,0,1,673,0,199,37,47,26,2,6,3,5,4,0,0,1,0,0,0,0,982,1,16
630,10390,2013-02-10,1959,56,Associate,Married,Spain,26887.0,27,0,1,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,30,1,5
631,2574,2013-01-31,1977,38,Doctorate,Married,Spain,61996.0,27,0,1,1050,12,144,0,0,24,3,6,4,8,5,1,1,0,1,0,1,0,1230,1,21
632,709,2012-12-09,1952,63,Bachelor,Divorced,South Africa,51537.0,27,0,1,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,1103,1,18
633,5955,2012-11-17,1962,53,Bachelor,In a relationship,Spain,72025.0,27,0,0,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,1932,0,16
634,8486,2012-10-01,1971,44,Masters,In a relationship,Spain,30538.0,27,1,0,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,367,1,17
635,10343,2012-09-29,1991,24,Associate,Single,India,61618.0,27,0,0,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,1345,0,19
636,6652,2014-06-09,1965,50,Bachelor,Married,Canada,77343.0,28,0,0,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,1134,0,17
637,8746,2014-04-05,1989,26,Bachelor,Married,Spain,75433.0,28,1,0,800,0,297,0,34,57,2,2,5,10,6,1,0,0,1,0,0,0,1188,1,19
638,4686,2014-04-02,1962,53,Doctorate,Widowed,Spain,82571.0,28,0,0,861,31,558,62,95,79,0,6,5,13,2,0,0,0,0,1,0,0,1686,0,24
639,3551,2014-03-29,1954,61,Masters,In a relationship,Spain,60033.0,28,0,1,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,198,1,10
640,4338,2014-03-25,1983,32,Bachelor,Single,Spain,39062.0,28,1,0,23,0,9,0,0,12,1,1,0,3,4,0,0,1,0,0,0,0,44,1,5
641,4444,2014-03-24,1972,43,Bachelor,Married,Spain,30023.0,28,1,0,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,61,1,6
642,498,2014-02-02,1970,45,Bachelor,Single,Spain,30015.0,28,1,0,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,57,1,7
643,8230,2014-01-23,1980,35,Bachelor,Married,Spain,33228.0,28,1,0,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,71,1,6
644,2826,2013-10-28,1967,48,Bachelor,Married,Spain,22574.0,28,2,1,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,37,3,7
645,6222,2013-10-28,1967,48,Bachelor,Married,Spain,22574.0,28,2,1,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,37,3,7
646,7352,2013-10-21,1957,58,Bachelor,Married,Canada,55267.0,28,0,1,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,405,1,17
647,10928,2013-09-16,1958,57,Bachelor,In a relationship,Spain,66886.0,28,0,1,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,599,1,17
648,10736,2013-09-12,1971,44,Bachelor,Single,Canada,72258.0,28,0,1,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,1525,1,22
649,10163,2013-09-10,1984,31,Doctorate,Single,Spain,82733.0,28,0,0,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,0,1323,0,20
650,6168,2013-07-15,1963,52,Bachelor,Divorced,India,45146.0,28,1,1,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0,53,2,6
651,4656,2013-03-30,1990,25,Associate,Single,South Africa,51250.0,28,1,0,342,32,230,34,32,40,5,10,5,4,9,0,0,1,0,0,0,0,710,1,24
652,626,2013-03-09,1951,64,Bachelor,Married,United States,32871.0,28,1,1,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,43,2,5
653,3870,2013-02-09,1978,37,Associate,In a relationship,Germany,63855.0,28,0,0,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,1006,0,24
654,6299,2013-01-02,1968,47,Doctorate,Divorced,Canada,42564.0,28,0,1,324,48,186,39,18,198,6,6,8,4,7,0,0,1,0,0,1,0,813,1,24
655,7798,2012-12-14,1972,43,Associate,In a relationship,Canada,46344.0,28,0,1,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,429,1,17
656,9973,2012-10-17,1963,52,Bachelor,Married,Spain,50437.0,28,0,2,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,490,2,19
657,4299,2012-09-21,1960,55,Bachelor,In a relationship,Spain,70971.0,28,0,1,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,1825,1,34
658,10971,2012-09-03,1977,38,Bachelor,Single,Spain,37774.0,28,2,0,173,8,107,7,2,176,4,7,2,3,9,0,0,1,0,0,1,1,473,2,16
659,9931,2014-06-23,1963,52,Doctorate,Married,Spain,4023.0,29,1,1,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,9,2,15
660,6679,2014-06-12,1966,49,Bachelor,Single,Spain,33279.0,29,0,0,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,16,0,4
661,5961,2014-06-07,1978,37,Bachelor,Married,Spain,42693.0,29,1,0,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,57,1,5
662,6255,2014-06-03,1952,63,Masters,In a relationship,Australia,70545.0,29,0,1,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,334,1,13
663,8614,2014-05-12,1957,58,Bachelor,Widowed,Australia,65486.0,29,0,1,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,507,1,17
664,7828,2014-04-30,1981,34,Masters,In a relationship,South Africa,77882.0,29,0,0,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,818,0,12
665,1277,2014-04-09,1960,55,Bachelor,In a relationship,United States,78468.0,29,0,0,434,22,388,104,22,34,1,10,7,10,4,1,0,0,0,0,0,0,1004,0,28
666,3595,2014-02-28,1963,52,Bachelor,In a relationship,Spain,77226.0,29,0,1,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,1138,1,28
667,5735,2014-02-13,1991,24,Masters,Single,Spain,90638.0,29,0,0,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,0,0,2525,0,18
668,5350,2014-02-13,1991,24,Masters,Single,South Africa,90638.0,29,0,0,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,1,0,2525,0,18
669,4137,2013-12-06,1948,67,Bachelor,In a relationship,Australia,70666.0,29,0,0,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,1076,0,16
670,6357,2013-11-17,1959,56,Associate,Divorced,South Africa,59052.0,29,0,1,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,491,1,18
671,9316,2013-11-02,1952,63,High School,In a relationship,United States,13084.0,29,0,0,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,29,0,5
672,3578,2013-10-20,1949,66,Bachelor,Divorced,Spain,49160.0,29,0,1,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,236,1,12
673,153,2013-10-17,1953,62,Bachelor,Divorced,Spain,23272.0,29,0,0,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,46,0,5
674,10524,2013-06-20,1963,52,Masters,Divorced,Canada,49476.0,29,0,1,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,795,1,22
675,1518,2013-06-17,1965,50,Masters,Married,Spain,62694.0,29,1,1,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,749,2,24
676,2036,2013-06-11,1973,42,Doctorate,In a relationship,India,57906.0,29,0,1,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,401,1,17
677,9495,2013-05-08,1982,33,Bachelor,In a relationship,Spain,71853.0,29,0,0,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,1149,0,17
678,2631,2013-05-08,1982,33,Bachelor,In a relationship,Spain,71853.0,29,0,0,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,1149,0,17
679,6312,2013-03-17,1959,56,Bachelor,Married,Germany,65031.0,29,0,1,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,863,1,30
680,615,2013-03-11,1960,55,Bachelor,In a relationship,Spain,30507.0,29,0,0,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,343,0,11
681,4406,2013-01-16,1970,45,Bachelor,In a relationship,Canada,67419.0,29,0,1,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,1471,1,25
682,10061,2013-01-05,1950,65,Bachelor,Married,United States,59462.0,29,0,1,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,1088,1,25
683,10619,2012-12-03,1994,21,Bachelor,Single,South Africa,95529.0,29,0,0,770,29,890,250,27,24,1,7,3,7,3,0,0,0,0,1,1,0,1990,0,18
684,4945,2012-11-07,1953,62,Bachelor,Widowed,Spain,53653.0,29,0,0,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,1210,0,28
685,1777,2012-09-07,1980,35,High School,Married,Spain,25965.0,29,0,0,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,74,0,6
686,4023,2012-09-06,1970,45,Bachelor,Married,Spain,22979.0,29,1,0,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,1,0,115,1,10
687,7922,2012-08-12,1951,64,Doctorate,Single,South Africa,64950.0,29,0,1,819,0,72,12,0,63,2,11,2,10,7,0,0,0,1,0,0,0,966,1,25
688,10699,2014-06-16,1985,30,Bachelor,Married,South Africa,44322.0,30,1,0,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,92,1,8
689,7516,2014-05-22,1983,32,Bachelor,Married,Germany,30096.0,30,1,0,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,45,1,6
690,3129,2014-05-22,1983,32,Bachelor,Married,Spain,30096.0,30,1,0,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,45,1,6
691,5121,2014-03-21,1977,38,Bachelor,Single,Canada,56628.0,30,0,1,479,5,82,7,17,171,2,7,6,5,5,0,0,1,0,0,0,0,761,1,20
692,2186,2014-03-10,1977,38,Associate,In a relationship,Spain,82326.0,30,0,0,938,142,754,159,81,183,1,5,10,6,2,1,0,0,1,1,1,0,2257,0,22
693,10548,2014-03-09,1995,20,Bachelor,Single,Germany,71163.0,30,0,0,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,960,0,24
694,6384,2014-02-11,1978,37,Bachelor,Divorced,United States,71022.0,30,0,1,909,12,278,0,12,242,3,5,2,11,8,0,0,1,0,0,0,0,1453,1,21
695,2625,2013-11-17,1954,61,Associate,Single,South Africa,42607.0,30,0,1,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,350,1,14
696,1676,2013-10-30,1975,40,Bachelor,Married,Spain,43057.0,30,0,1,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,266,1,15
697,5534,2013-10-20,1975,40,Masters,Married,Spain,47808.0,30,0,1,123,1,26,2,0,72,2,3,2,3,7,0,0,1,0,0,0,0,224,1,10
698,6859,2013-10-08,1987,28,Bachelor,Single,Spain,29236.0,30,1,0,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,99,1,9
699,271,2013-10-02,1969,46,Bachelor,Widowed,Canada,40590.0,30,1,1,154,0,50,6,11,37,5,3,4,3,6,0,0,1,0,0,0,0,258,2,15
700,7699,2013-10-02,1969,46,Bachelor,Widowed,Canada,40590.0,30,1,1,154,0,50,6,11,37,5,3,4,3,6,0,0,1,0,0,0,0,258,2,15
701,7832,2013-08-28,1959,56,Masters,Married,Spain,77520.0,30,0,1,940,44,396,0,88,58,1,8,7,7,4,1,0,1,0,1,1,0,1526,1,23
702,938,2013-07-30,1981,34,Bachelor,Married,Spain,40211.0,30,1,1,51,1,7,2,1,25,2,2,1,2,8,0,0,1,0,0,0,0,87,2,7
703,7873,2013-07-06,1973,42,Doctorate,In a relationship,Canada,63516.0,30,1,1,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,300,2,16
704,9967,2013-05-30,1974,41,Bachelor,Divorced,United States,53034.0,30,1,1,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,447,2,22
705,1087,2013-05-22,1975,40,Masters,In a relationship,Spain,22669.0,30,1,0,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,1,0,173,1,10
706,8314,2013-04-05,1982,33,Bachelor,Married,Spain,79908.0,30,0,0,557,129,761,29,185,111,1,5,6,7,2,0,0,0,0,1,0,0,1772,0,19
707,3762,2013-04-02,1986,29,Doctorate,Single,South Africa,69867.0,30,0,0,196,0,512,33,130,54,1,3,5,8,1,1,0,0,0,0,1,0,925,0,17
708,10383,2013-04-02,1966,49,Bachelor,Divorced,Australia,70287.0,30,0,0,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,0,1093,0,21
709,6798,2013-03-20,1966,49,Bachelor,Single,South Africa,37070.0,30,1,1,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,433,2,23
710,4168,2013-03-20,1966,49,Bachelor,Single,Spain,37070.0,30,1,1,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,433,2,23
711,6690,2013-03-14,1966,49,Masters,Married,South Africa,38179.0,30,1,1,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,90,2,11
712,10602,2013-02-14,1983,32,Bachelor,Married,India,39922.0,30,1,0,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,156,1,9
713,3220,2013-02-14,1983,32,Bachelor,Married,Germany,39922.0,30,1,0,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,156,1,9
714,5424,2013-02-14,1983,32,Bachelor,Married,South Africa,39922.0,30,1,0,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,156,1,9
715,7488,2013-01-22,1963,52,Masters,Single,Spain,64191.0,30,0,1,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,825,1,24
716,5289,2012-11-09,1975,40,Associate,Single,Australia,41658.0,30,1,1,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,72,2,6
717,347,2012-09-08,1976,39,Bachelor,Divorced,Canada,40780.0,30,0,1,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,377,1,17
718,5236,2012-08-25,1979,36,Bachelor,In a relationship,Spain,77568.0,30,0,1,1230,0,396,232,178,158,1,10,2,8,5,1,0,0,1,1,0,0,2194,1,21
719,9478,2012-08-14,1985,30,Bachelor,Single,Spain,66503.0,30,1,0,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,401,1,15
720,477,2014-06-17,1986,29,Bachelor,Married,Spain,83512.0,31,0,0,1060,61,835,80,20,101,1,4,7,10,1,1,1,1,0,1,1,0,2157,0,22
721,7411,2014-06-05,1964,51,Doctorate,Married,South Africa,31686.0,31,1,1,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,17,2,6
722,3107,2014-05-02,1976,39,Bachelor,In a relationship,Australia,71322.0,31,0,1,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,350,1,13
723,7437,2014-04-28,1988,27,Bachelor,Single,Australia,27938.0,31,1,0,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,29,1,6
724,255,2014-03-30,1951,64,Bachelor,Divorced,Spain,22263.0,31,1,1,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,0,1,21,2,6
725,3790,2014-01-23,1956,59,Bachelor,In a relationship,South Africa,34633.0,31,2,1,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,15,3,4
726,749,2013-11-19,1981,34,Bachelor,In a relationship,Spain,42162.0,31,1,0,46,7,59,2,4,27,2,3,1,3,6,0,0,1,0,0,1,0,145,1,9
727,1503,2013-06-03,1976,39,Doctorate,In a relationship,Spain,162397.0,31,1,1,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,107,2,1
728,8650,2013-03-18,1978,37,Bachelor,Widowed,Spain,54162.0,31,1,1,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,42,2,5
729,607,2013-02-13,1955,60,Associate,Divorced,India,41769.0,31,0,1,302,29,131,32,0,27,6,8,1,7,8,0,0,0,0,0,0,0,521,1,22
730,1008,2012-12-21,1981,34,Doctorate,In a relationship,Germany,44953.0,31,0,0,728,17,133,11,8,124,1,7,3,13,6,0,0,1,0,0,0,0,1021,0,24
731,9396,2012-11-23,1978,37,Doctorate,Married,South Africa,37717.0,31,1,0,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,25,1,4
732,933,2012-11-23,1978,37,Doctorate,Married,Spain,37717.0,31,1,0,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,25,1,4
733,5710,2012-10-10,1970,45,Bachelor,In a relationship,Australia,40548.0,31,0,1,110,0,5,2,0,3,2,2,1,4,5,0,0,0,1,0,0,0,120,1,9
734,2882,2012-10-01,1975,40,Associate,Divorced,South Africa,67893.0,31,0,1,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,995,1,16
735,2379,2012-09-22,1953,62,Bachelor,Single,South Africa,69267.0,31,0,0,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,1,0,1635,0,14
736,5342,2012-08-08,1976,39,High School,Divorced,Canada,9548.0,31,1,0,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,29,1,6
737,3262,2012-08-07,1958,57,Bachelor,Single,Spain,68281.0,31,0,0,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,1,0,1655,0,25
738,5832,2014-04-20,1960,55,Associate,In a relationship,Spain,92556.0,32,0,0,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,1263,0,21
739,5025,2013-12-24,1979,36,Bachelor,Single,Spain,48526.0,32,1,0,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,135,1,8
740,569,2013-12-14,1991,24,Bachelor,Single,Spain,90273.0,32,0,0,704,129,853,120,74,111,1,5,6,7,2,1,0,0,1,1,1,0,1991,0,19
741,3102,2013-10-16,1981,34,Associate,In a relationship,Canada,19414.0,32,1,0,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,32,1,5
742,9449,2013-10-04,1958,57,Doctorate,Single,South Africa,79761.0,32,0,1,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,605,1,19
